horizon,split,corridor,baseline,experiment,signal_count,signals_per_week,delta_lift,delta_lift_ci_low,delta_lift_ci_high,delta_bps,delta_bps_ci_low,delta_bps_ci_high,decision
5,wf_oos,RUB->TJS,cbr_full_logreg,cbr_context_logreg,58,0.4215991692627206,-0.2665824982245719,-1.126245342216882,0.3781325139480164,11.549621656185387,-84.90140479869224,124.75696778415319,insufficient_frequency
5,wf_oos,RUB->UZS,cbr_full_logreg,cbr_context_logreg,59,0.4288681204569055,0.34155311842251035,-0.787494263668581,1.2663323413481227,33.90293001020251,-57.98251588921448,126.36231876169559,insufficient_frequency
5,oot,RUB->AMD,cbr_full_logreg,cbr_context_logreg,0,0.0,,,,,,,unusable
5,oot,RUB->KGS,cbr_full_logreg,cbr_context_logreg,0,0.0,,,,,,,unusable
5,oot,RUB->KZT,cbr_full_logreg,cbr_context_logreg,0,0.0,,,,,,,unusable
5,oot,RUB->TJS,cbr_full_logreg,cbr_context_logreg,0,0.0,,,,,,,unusable
5,oot,RUB->UZS,cbr_full_logreg,cbr_context_logreg,0,0.0,,,,,,,unusable
5,y2022,RUB->AMD,cbr_full_logreg,cbr_full_catboost,0,0.0,,,,,,,unusable
5,y2022,RUB->KGS,cbr_full_logreg,cbr_full_catboost,1,0.01977401129943503,-3.8000000000000003,-6.175,-2.779932950191571,-24.225267217388904,-24.225267217388918,-24.225267217388904,insufficient_frequency
5,y2022,RUB->KZT,cbr_full_logreg,cbr_full_catboost,0,0.0,,,,,,,unusable
5,y2022,RUB->TJS,cbr_full_logreg,cbr_full_catboost,0,0.0,,,,,,,unusable
5,y2022,RUB->UZS,cbr_full_logreg,cbr_full_catboost,0,0.0,,,,,,,unusable
5,wf_oos,RUB->AMD,cbr_full_logreg,cbr_full_catboost,52,0.3779854620976116,0.1676463071811909,-0.9977300806873508,0.7943796608356061,17.445901520572264,-71.9289365608002,98.32485389377328,insufficient_frequency
5,wf_oos,RUB->KGS,cbr_full_logreg,cbr_full_catboost,58,0.4215991692627206,0.5400908847901631,0.15279899519836404,1.2093485741034455,45.11634594647887,-37.0810819855005,145.97028557634098,insufficient_frequency
5,wf_oos,RUB->KZT,cbr_full_logreg,cbr_full_catboost,48,0.34890965732087226,-0.08147044212617982,-1.2876400996637354,0.9077451827527407,-19.38242396100227,-99.7599971776928,61.38837157489897,insufficient_frequency
5,wf_oos,RUB->TJS,cbr_full_logreg,cbr_full_catboost,58,0.4215991692627206,-0.31575791051842494,-1.1215001522345462,0.2981119739655535,5.202898230701837,-92.26162991643247,123.64349358285271,insufficient_frequency
5,wf_oos,RUB->UZS,cbr_full_logreg,cbr_full_catboost,54,0.3925233644859813,0.27392883079157604,-0.8326153519140642,1.241528073161304,34.587961117141774,-60.44093927174541,137.93142207522206,insufficient_frequency
5,oot,RUB->AMD,cbr_full_logreg,cbr_full_catboost,8,0.1564245810055866,0.9328931203931203,0.0,3.681818181818182,58.35308674461958,-31.159295750757014,159.09366106932666,insufficient_frequency
