experiment,training_horizon,evaluation_horizon,currency,fold,lift,moment_advantage_bps,customer_regret_cvar_95_bps,signals_per_week,lift_at_risk,cluster_rate
level,,1,KGS,wf_2025,1.0044563279857397,4.008034438362759,248.7383457503136,2.911764705882353,1.0730316508329036,0.9090909090909091
level,,1,KZT,oot,1.1901408450704225,25.931616284346802,218.9756070881632,0.3584905660377358,1.3909712320344405,0.6842105263157895
level,,1,KZT,wf_2022,0.7097701149425287,41.16863303787176,545.6508559596725,1.0,2.1747891496644556,0.8431372549019608
level,,1,KZT,wf_2023,0.937543133195307,12.092788963708546,125.13853020470921,0.4117647058823529,1.408776972396428,0.8571428571428571
level,,1,KZT,wf_2024,0.9258666666666667,3.881562318770434,395.8538230620349,0.8823529411764706,0.9934635256689685,0.9777777777777777
level,,1,KZT,wf_2025,1.1,9.768505708177267,265.3008354227282,3.3823529411764706,1.3589816399932002,0.8695652173913043
level,,1,TJS,oot,0.9315428571428571,5.902711836100091,141.78159849274618,1.320754716981132,1.0642976379129876,0.8571428571428571
level,,1,TJS,wf_2022,0.9669211195928752,41.22205813593298,519.4456113158918,0.7647058823529411,10.763892415209366,0.8717948717948718
level,,1,TJS,wf_2023,0.729905437352246,9.314355143191973,70.70418778673427,0.23529411764705882,1.6121861481401782,0.9166666666666666
level,,1,TJS,wf_2024,0.911764705882353,13.82751281860776,424.73423125200304,0.5882352941176471,0.8692581202322216,0.8333333333333334
level,,1,TJS,wf_2025,0.8468992248062016,6.110612863982558,292.99327574416515,1.2647058823529411,1.0815763315006361,0.9534883720930233
level,,1,UZS,oot,0.9266206482593038,12.3161485381036,173.75189038400262,0.9245283018867925,1.3322346374301492,0.7755102040816326
level,,1,UZS,wf_2022,0.8122031421264159,24.439080670419848,501.4564144090361,0.9019607843137255,1.7425707211334485,0.8478260869565217
level,,1,UZS,wf_2023,0.592326139088729,3.444230856436126,166.983789040982,0.5294117647058824,1.0027544198720337,0.9259259259259259
level,,1,UZS,wf_2024,0.9435177055896986,6.9098144480407475,346.4670318502469,1.0,1.1172630992733346,0.8823529411764706
level,,1,UZS,wf_2025,1.0607193732193732,7.030106774043913,275.74757684083795,2.2941176470588234,1.095091418640325,0.8846153846153846
logreg_a,5.0,1,AMD,oot,0.9356060606060606,-8.747906382481611,159.55191210229037,0.7169811320754716,0.8830232935968085,0.5789473684210527
